emp_no,first_name,last_name,title,from_date,salary,rn
14067,Godehard,Trachtenberg,Engineer,1994-02-14,44669,1
14088,Mori,Leslie,Senior Staff,1987-11-10,44821,1
14107,Xiahua,Rindone,Senior Staff,1991-12-15,82396,1
14111,Leszek,Cummings,Senior Staff,1992-09-25,52696,1
14118,Kasturi,Anido,Senior Staff,1985-04-06,46248,1
14167,Adas,Hertweck,Engineer,1985-12-01,40000,1
14191,Jiann,Luby,Engineer,1987-01-16,40155,1
14209,Masanao,Kusakabe,Senior Staff,1988-04-06,40000,1
14220,Tomofumi,Pargas,Senior Engineer,1987-12-02,68017,1
14232,Masali,Bojadziev,Engineer,1994-09-10,50568,1
14236,Xuedong,Angiulli,Senior Staff,1988-11-07,40000,1
14237,Abdulla,Gerlach,Engineer,1998-03-22,57219,1
14242,Sudhanshu,Benaini,Senior Staff,1985-06-27,40000,1
14257,Kwok,Massonet,Staff,2000-07-13,40000,1
14290,Miyeon,Olivero,Senior Engineer,1992-03-29,78736,1
14292,Susanna,Vigier,Senior Staff,1988-02-19,41846,1
14298,Chriss,Granlund,Senior Engineer,1996-01-07,40000,1
14310,Marlo,Leuchs,Senior Staff,1987-02-23,40000,1
14320,Sreenivas,Schaar,Senior Engineer,1986-06-30,40000,1
14322,Shem,Kakkad,Engineer,1999-11-19,50363,1
14323,Golgen,Leslie,Staff,1997-10-22,40000,1
14340,Vitaly,Wixon,Engineer,1986-12-19,42858,1
14344,Otilia,Buescher,Technique Leader,1988-12-16,41979,1
14354,Mong,Bojadziev,Senior Staff,1985-08-28,40000,1
14360,Janche,Erbe,Senior Staff,1997-08-01,43476,1
14372,Saniya,Srimani,Engineer,2002-06-02,57667,1
14384,Tomofumi,Holburn,Technique Leader,1988-02-13,58260,1
14422,Toshimo,Gadepally,Engineer,1985-10-20,59001,1
14434,Elvis,Maginnis,Technique Leader,1989-09-21,40000,1
14439,Raimond,Woycyznski,Engineer,1986-11-01,80654,1
14460,Yagil,Lueh,Engineer,1988-01-23,56267,1
14478,Munehiro,Boissier,Senior Staff,1992-06-28,40000,1
14481,Moti,Lammel,Engineer,1987-08-25,40000,1
14483,Supot,Marrevee,Senior Engineer,1986-01-30,40000,1
14486,Indrajit,Birdsall,Engineer,1994-08-12,40000,1
14498,Xiong,Selenyi,Senior Staff,1988-10-17,40000,1
14501,Taizo,Kroft,Technique Leader,1991-11-20,63646,1
14509,Danil,Aloia,Senior Staff,1995-12-17,40000,1
14513,Samphel,Barreiro,Senior Staff,1991-02-04,83273,1
14515,Kazuhisa,Versino,Engineer,1991-02-19,61645,1
14516,Kristian,Underwood,Senior Staff,1989-04-08,73262,1
14518,Patricia,Peir,Engineer,1996-02-18,64238,1
14522,Chuanyi,Ranta,Senior Staff,1990-01-14,40000,1
14537,Babette,Engelmann,Engineer,1989-03-17,48332,1
14552,Ibibia,Snyers,Engineer,1994-06-13,40000,1
14556,Fatemeh,Zultner,Assistant Engineer,1986-12-26,40000,1
14560,Elrique,Driscoll,Engineer,1985-05-21,62770,1
14581,Gao,Condotta,Engineer,1988-06-28,59499,1
14582,Kiyokazu,Morrin,Senior Engineer,1999-04-08,40000,1
14600,Jayson,Cairo,Senior Staff,1988-10-24,41352,1
14603,Lech,Marquardt,Engineer,1986-01-19,55369,1
14607,Suzette,Selvestrel,Staff,1994-06-26,67813,1
14620,Jianhua,Erev,Engineer,1988-08-04,53303,1
14621,Souichi,Wixon,Senior Staff,1987-01-20,66404,1
14632,Gudjon,McClurg,Assistant Engineer,1987-08-01,40000,1
14639,Arvind,Hempstead,Senior Staff,1987-11-08,79405,1
14640,Toshimori,Kornatzky,Engineer,1992-05-20,42662,1
14642,Florian,Kuhnemann,Engineer,1987-06-05,54553,1
14645,Laurentiu,Glinert,Engineer,1987-05-01,45647,1
14648,IEEE,Lorys,Senior Staff,1986-11-16,89209,1
14659,Sashi,Adachi,Engineer,1985-03-16,40926,1
14675,Teunis,Angel,Senior Staff,1988-09-25,40000,1
14677,Herbert,Sifakis,Senior Engineer,1987-02-12,40000,1
14683,Alois,Basart,Senior Engineer,1999-10-11,41107,1
14690,Yechezkel,Bellone,Engineer,1986-02-25,40000,1
14693,Brewster,Stranks,Senior Staff,1986-05-05,59960,1
14710,Mahmut,Hainaut,Senior Staff,1988-09-18,40341,1
14723,Constantino,Assaf,Senior Staff,1993-06-01,40000,1
14724,Aron,Lemarechal,Senior Staff,1986-09-10,66530,1
14780,Marlo,Bruckman,Senior Engineer,1986-09-19,51232,1
14785,Zhonghua,Kaiser,Senior Engineer,1998-09-24,46936,1
14793,Stein,Uchoa,Engineer,1998-01-18,47045,1
14814,Odysseas,Nishimukai,Senior Staff,1987-10-27,40000,1
14817,Gaurav,Masaki,Engineer,1993-04-08,41203,1
14821,Oguz,Kilgore,Engineer,1997-05-25,42545,1
14839,Changho,Cronin,Engineer,1990-04-24,40000,1
14853,Taiji,Nergos,Engineer,1988-03-07,58311,1
14877,Arto,Meriste,Engineer,1988-06-06,40000,1
14879,Anyuan,Sigstam,Engineer,1987-12-29,54322,1
14888,Temple,Barriga,Senior Staff,1986-12-09,60916,1
14899,Alejandro,Casley,Senior Staff,1995-11-27,64365,1
14906,Adil,Parveen,Senior Staff,1987-12-11,54758,1
14908,Kerhong,Flanders,Engineer,2001-11-12,40000,1
14909,Mohan,Kamble,Engineer,1990-12-21,40000,1
14911,Xiaobin,Chelton,Engineer,1987-04-06,62738,1
14914,Gretta,Benzaken,Engineer,1999-09-25,40000,1
14915,Huican,Picco,Engineer,1994-07-03,40733,1
14923,Shuzo,Gyorkos,Technique Leader,1985-05-15,40000,1
14928,Satoru,Mukaidono,Senior Staff,1985-05-17,53377,1
14941,Nathan,Lichtner,Engineer,1988-12-22,43608,1
14942,Heon,Benveniste,Engineer,1987-11-15,40000,1
14949,Insup,Reinhart,Engineer,1987-10-08,44930,1
14954,Fox,Magliocco,Senior Engineer,1988-08-05,43510,1
14971,Fan,Simmen,Senior Staff,1991-03-25,55187,1
14983,Hyuckchul,Pouyioutas,Senior Staff,1988-12-26,86754,1
14993,Sanjay,Koblitz,Engineer,1988-04-20,45407,1
15005,Kiam,Sadowsky,Engineer,1986-05-23,50368,1
15016,Woody,Gulik,Senior Staff,1991-10-21,40000,1
15018,Ramalingam,Prenel,Senior Staff,1993-03-11,40668,1
15019,Qingxiang,Shokrollahi,Senior Engineer,1991-06-16,41721,1
15029,Giordano,Koshino,Senior Staff,1991-04-27,40000,1
15030,Rasikan,Nourani,Senior Staff,1999-04-11,40000,1
15036,Ziva,Delgrande,Senior Engineer,1994-11-04,40000,1
15049,Khun,Waymire,Senior Staff,1991-01-17,40000,1
15052,Flemming,Kranzdorf,Senior Engineer,1993-01-27,40630,1
15055,Shrikanth,Sherertz,Senior Staff,1991-07-16,40000,1
15066,Tomokazu,Oaver,Engineer,1993-06-29,43455,1
15069,Manton,Siksek,Technique Leader,1987-08-05,40000,1
15071,Ayonca,Couchot,Senior Staff,1988-10-15,97484,1
15075,Radoslaw,Rijsenbrij,Engineer,1986-04-24,40000,1
15077,Toshiki,Taubenfeld,Senior Engineer,1993-06-25,40000,1
15082,Guadalupe,Zirintsis,Technique Leader,1986-04-01,63024,1
15087,Chirstian,Ushiama,Engineer,1988-09-14,40000,1
15089,Giri,Coney,Engineer,1987-05-14,48594,1
15092,Remmert,Bahi,Senior Staff,1986-05-26,40000,1
15102,Luigi,Axelband,Senior Engineer,1992-11-04,40374,1
15105,Sudhanshu,Itzigehl,Senior Staff,1991-03-31,75800,1
15114,Pantung,Honglei,Engineer,1998-03-09,40000,1
15134,Arun,Luiz,Senior Staff,1992-07-23,62752,1
15145,Haldon,Servieres,Engineer,1988-04-19,51443,1
15151,Urs,Pouyioutas,Senior Staff,2000-06-02,61253,1
15176,Charlene,Sankaranarayanan,Senior Staff,1987-11-17,98401,1
15193,Neelam,Schach,Senior Engineer,1989-02-14,47039,1
15196,Souichi,Duclos,Engineer,1992-07-09,55824,1
15202,Pranay,Irland,Engineer,1990-04-28,40000,1
15208,Sudharsan,Shokrollahi,Senior Staff,1987-04-18,44109,1
15218,Shuky,Conry,Senior Staff,1992-08-10,44614,1
15228,Mona,Salvesen,Senior Staff,1988-01-17,40000,1
15230,Keiichiro,Suessmith,Engineer,1993-03-17,70187,1
15234,Jouko,Zhiwei,Senior Engineer,1987-09-03,47654,1
15237,Reinhard,Sadowsky,Engineer,1987-08-17,40000,1
15243,Mountaz,Famili,Senior Staff,1992-09-19,41015,1
15248,Edwin,Baar,Senior Staff,1990-03-22,64696,1
15253,Ayonca,Pardalos,Engineer,1985-06-06,40396,1
15269,Eric,Reghbati,Engineer,1986-08-21,60930,1
15271,Shiv,Bernardeschi,Senior Staff,1986-12-05,88026,1
15292,Miyeon,Lammel,Senior Staff,1986-07-31,87586,1
15324,Ziya,Lunn,Assistant Engineer,1991-03-26,40000,1
15329,Fan,Openshaw,Engineer,1997-08-16,41839,1
15330,Jaroslava,Chinal,Senior Staff,1988-05-30,53020,1
15337,Masaru,Radivojevic,Engineer,1988-08-07,40000,1
15343,Chaosheng,Luce,Engineer,1985-03-12,48936,1
15354,Chikara,Nyrup,Staff,1994-10-18,40782,1
15365,Mikhail,Schiettecatte,Engineer,1986-08-11,41309,1
15369,Premal,Penttonen,Staff,1999-08-20,81954,1
15370,Chuanyi,Nilsson,Senior Engineer,1997-11-15,67631,1
15372,Nahum,Broder,Senior Staff,1988-10-12,79245,1
15375,Shuho,Manders,Senior Staff,1994-11-03,65920,1
15377,Shugo,Aumann,Engineer,1986-12-19,50274,1
15382,Alassane,Siegrist,Staff,1985-12-26,66083,1
15392,Pradeep,Markovitch,Assistant Engineer,1994-07-04,55638,1
15408,Maik,Penttonen,Staff,1996-11-23,40000,1
15410,Wilmer,Kushner,Staff,2002-04-15,58123,1
15412,Huai,Thiria,Engineer,1985-08-23,62190,1
15438,Constantijn,Munoz,Senior Staff,1986-12-24,43326,1
15441,Arvind,Weisert,Senior Staff,1993-02-05,40000,1
15452,Kazuhira,Weedman,Engineer,1995-05-11,40000,1
15454,Hongzue,Cesareni,Senior Staff,1986-02-27,57571,1
15470,Weiwu,Huhdanpaa,Engineer,1996-08-08,40693,1
15474,Gilbert,Plumb,Senior Staff,1994-12-04,90430,1
15479,Zhenbing,Soicher,Engineer,1987-01-25,40000,1
15480,Kwok,Trogemann,Engineer,1990-04-29,47645,1
15504,Kasturi,Alpin,Engineer,1997-02-06,40000,1
15505,Collette,Mikschl,Engineer,1986-08-30,56848,1
15510,Inderjeet,Sethi,Engineer,1987-08-29,48661,1
15511,George,Kowalchuk,Senior Staff,1986-04-20,76880,1
15518,Uno,Valtorta,Engineer,1990-10-03,55563,1
15525,Masadi,Cherinka,Engineer,1993-04-27,40000,1
15534,Guozhong,Grabner,Staff,1987-05-06,63090,1
15543,Mingdong,Staelin,Senior Engineer,1988-07-30,40000,1
15548,Sanjai,Caine,Engineer,1995-06-16,48171,1
15563,Constantino,Zykh,Senior Staff,1987-04-08,56239,1
15565,True,Muchinsky,Senior Staff,1986-12-16,73532,1
15566,Baoqiu,Azuma,Senior Staff,1988-04-11,61655,1
15600,Mack,Perna,Engineer,1985-04-26,40000,1
15601,Carrsten,Anily,Senior Staff,1994-07-10,83263,1
15651,Huan,Iwayama,Senior Engineer,1985-11-22,50313,1
15656,Mohammad,Schaaf,Staff,1987-05-26,66141,1
15682,Hiroyasu,Przulj,Engineer,1988-06-20,40000,1
15687,Dekang,Ambroszkiewicz,Senior Staff,1990-02-13,62333,1
15703,Chenye,Hanratty,Engineer,1994-12-06,40000,1
15708,Reuven,Kushnir,Senior Staff,1990-01-22,85063,1
15714,Troy,Bala,Assistant Engineer,1995-03-09,40000,1
15715,Insup,Ibel,Staff,2002-01-15,40000,1
15726,Zhilian,Parascandalo,Staff,1996-08-28,70522,1
15739,Poorav,Bahr,Engineer,1999-03-02,54605,1
15740,Stepehn,Pocchiola,Senior Staff,1995-06-04,57994,1
15750,Arumugam,Bresenham,Senior Engineer,1993-11-13,40000,1
15765,Tonny,Taubenfeld,Senior Engineer,1989-02-15,40000,1
15767,Baocai,Broomell,Assistant Engineer,1985-06-08,40000,1
15769,Pranay,Oskamp,Staff,1999-06-20,61575,1
15788,Taegyun,Deyuan,Engineer,1990-03-13,53521,1
15799,Manton,Gelosh,Staff,1988-05-07,64458,1
15809,Mingsen,Antonisse,Senior Staff,1988-06-07,50619,1
15819,Magdalena,Rajcani,Staff,1999-07-14,63847,1
15821,Aleksander,Antonakopoulos,Assistant Engineer,1988-06-09,40000,1
15846,Bowen,Litecky,Technique Leader,1989-03-23,40000,1
15861,Gio,Anido,Staff,1988-12-19,50890,1
15866,Angel,Seiwald,Senior Engineer,1987-03-19,40000,1
15869,Guoxiang,Bala,Engineer,1994-01-21,40000,1
15876,Munehiro,Vakili,Assistant Engineer,1985-08-02,51140,1
15877,Yannik,Kroll,Engineer,1999-08-10,40000,1
15880,Miquel,Dechter,Technique Leader,1996-12-02,40000,1
15889,Sasan,Azumi,Engineer,1986-02-03,63393,1
15892,Lunjin,Pettis,Engineer,1986-09-20,60367,1
15901,Marsja,Fargier,Senior Engineer,1988-03-04,40000,1
15902,Kazuhide,Stille,Senior Staff,1988-03-23,40000,1
15905,DeForest,Petersohn,Engineer,1988-02-12,47421,1
15911,Shaibal,Viele,Engineer,1993-12-20,45602,1
15934,Kensyu,Shinomoto,Assistant Engineer,1995-08-20,50454,1
15938,Garnik,Covnot,Senior Staff,1988-10-16,69499,1
15942,Murthy,Rosca,Senior Engineer,1986-09-09,50486,1
15943,Yakkov,Demke,Engineer,2000-12-16,40000,1
15945,Hauke,Larfeldt,Engineer,1993-11-16,57717,1
15948,Karoline,Versino,Senior Engineer,1986-01-14,40000,1
15955,Yuguang,Dratva,Engineer,1986-03-31,45283,1
15971,Arumugam,Aloia,Senior Engineer,1988-05-03,42963,1
15977,King,Ballarin,Senior Staff,1994-11-03,44282,1
15978,Kaijung,Wielonsky,Engineer,1997-09-07,40000,1
15993,Yoshimitsu,Peir,Senior Engineer,1988-11-19,45611,1
16000,Marek,Demos,Engineer,1996-05-05,40000,1
16018,Boutros,Papadias,Engineer,1987-10-06,52560,1
16019,Chaoyi,Heystek,Engineer,1986-10-12,40000,1
16025,Doowon,Luce,Engineer,1988-03-05,84433,1
16028,JiYoung,Takkinen,Engineer,1988-08-12,53714,1
16033,Wayne,Spelt,Senior Staff,1986-09-09,40000,1
16052,Maria,Rodham,Engineer,1991-01-27,40000,1
16066,Marsha,Penn,Senior Staff,1985-09-16,74757,1
16068,Leandro,Zongker,Senior Staff,1987-12-18,53031,1
16076,Marko,Ebeling,Engineer,1997-08-06,47061,1
16077,Kannan,Heemskerk,Assistant Engineer,1987-07-02,49020,1
16086,Mohammad,Denos,Assistant Engineer,1987-04-27,42903,1
16094,Berto,Rosar,Senior Engineer,1993-07-18,40000,1
16099,Mohan,Ferretti,Senior Staff,1990-10-23,40000,1
16126,Tse,Crabtree,Staff,1997-10-10,68863,1
16130,Kerryn,Belinskaya,Assistant Engineer,1993-07-26,40000,1
16134,Annemarie,Chaudhuri,Engineer,1990-03-12,40000,1
16138,Leucio,Krzyzanowski,Senior Staff,1988-05-05,67593,1
16154,Monique,Docker,Technique Leader,1994-03-12,40000,1
16185,Marin,Winter,Technique Leader,1987-04-28,44003,1
16192,Leandro,Sigstam,Senior Engineer,1999-06-13,40000,1
16201,Krassimir,Olano,Technique Leader,1987-08-13,53081,1
16227,Hitomi,Vural,Senior Engineer,1985-09-25,58619,1
16229,Ronnie,Lanzelotte,Senior Staff,1996-09-17,40000,1
16230,Ung,Babu,Senior Staff,1996-05-25,40000,1
16233,Sushant,Baba,Senior Staff,1987-03-24,54684,1
16234,Jacopo,Basart,Staff,1986-05-14,40000,1
16246,Makato,Masaki,Engineer,1996-10-10,40000,1
16252,Carrsten,Mattern,Senior Engineer,1988-07-10,64982,1
16266,Mikhail,Sethi,Senior Staff,1985-10-25,57642,1
16272,Shuho,Zeleznik,Assistant Engineer,2002-04-05,40000,1
16274,Sadun,Navazio,Senior Staff,1986-05-19,65521,1
16324,Billie,Bazzichi,Staff,1998-05-04,40000,1
16337,Hironoby,Schaad,Engineer,1986-11-07,40000,1
16341,Boutros,Fendler,Senior Staff,1999-12-08,40000,1
16355,Nikolaos,Luca,Senior Staff,1986-07-01,80403,1
16364,Yifei,Gini,Staff,1988-09-19,73503,1
16365,Janalee,Mellouli,Senior Staff,1985-04-27,40000,1
16377,Duri,Stanger,Engineer,1993-11-30,62147,1
16380,Zhilian,Chleq,Senior Staff,1986-06-01,42820,1
16382,Chaoyi,Talmon,Senior Engineer,1987-05-05,66986,1
16383,Lidong,Czap,Engineer,1986-09-24,55977,1
16388,Subhankar,Georgatos,Senior Staff,1996-01-30,40000,1
16397,Shimshon,Cusworth,Senior Staff,1985-05-24,66757,1
16398,Limsoon,Krzyzanowski,Senior Staff,1993-07-31,71254,1
16399,Apostol,Collette,Senior Staff,2000-08-24,59384,1
16404,Rafols,Rabehasaina,Engineer,1987-07-19,45689,1
16412,Moss,Tokunaga,Technique Leader,1989-03-10,66524,1
16425,Idoia,Beerel,Senior Engineer,1989-12-15,53045,1
16438,Abdulla,Demeyer,Engineer,1991-04-09,52449,1
16446,Jouko,Chinin,Staff,1987-07-06,94600,1
16447,Zhiguo,Savasere,Engineer,2000-11-06,40000,1
16448,Tsvetan,Zwicker,Engineer,1992-04-25,76979,1
16453,Goncalo,Basart,Senior Staff,1986-12-16,47433,1
16471,Bogdan,Birta,Staff,1999-08-03,44976,1
16479,Jixiang,Eiter,Senior Staff,1986-04-14,62446,1
16486,Sanjay,Perin,Senior Staff,1986-03-18,57496,1
16487,Arunas,Yemenis,Staff,1992-10-18,73302,1
16490,Muzhong,Thiria,Senior Staff,1987-04-06,85462,1
16491,Emdad,Radwan,Senior Staff,1995-10-04,40000,1
16504,Mong,Cromarty,Senior Engineer,1992-05-06,40000,1
16510,Mototsugu,Vecchio,Senior Staff,1986-04-06,40000,1
16537,Weidon,Seiwald,Senior Engineer,1991-08-03,40000,1
16539,Gretta,Fetvedt,Engineer,1987-12-07,40000,1
16546,Sangeeta,Lanphier,Engineer,1986-03-16,47819,1
16549,Olivera,Thibadeau,Senior Staff,1995-03-03,60531,1
16551,Sadegh,Ranon,Senior Engineer,2001-08-21,82980,1
16556,Mostafa,Hiltgen,Senior Engineer,1987-12-27,53954,1
16567,Hein,Senzako,Senior Staff,1989-12-24,40000,1
16570,Uta,Matzen,Engineer,1994-03-25,46162,1
16580,Masaru,Valiente,Senior Engineer,1986-06-20,40000,1
16607,Vishwani,Honglei,Senior Staff,1987-09-18,54558,1
16619,Arvind,Boguraev,Engineer,1987-09-20,40000,1
16657,Yongdong,Heyers,Engineer,1986-07-12,63463,1
16658,Florian,Soicher,Senior Staff,1986-01-18,50917,1
16672,Georgi,Peris,Senior Staff,1986-03-13,55265,1
16674,Duke,Takanami,Technique Leader,1988-08-30,40000,1
16679,Domenick,Cummings,Engineer,2001-02-10,40000,1
16683,Hatem,Ghandeharizadeh,Senior Engineer,1986-11-19,60120,1
16716,Ramachenga,Zumaque,Assistant Engineer,1991-02-02,54270,1
16719,Sasan,Benantar,Senior Staff,1989-04-25,40000,1
16723,Mohd,Randt,Senior Staff,1986-12-24,56932,1
16729,Kirk,Broomell,Staff,1992-05-07,51318,1
16731,Domenico,Versino,Engineer,1986-04-15,48868,1
16759,Vojin,Masaki,Engineer,1998-02-23,40000,1
16799,Shigeichiro,Bamford,Senior Engineer,1986-04-26,54405,1
16801,Gila,Strooper,Senior Engineer,1987-12-16,48932,1
16803,Ziva,Rohrbach,Assistant Engineer,1985-03-14,50968,1
16806,Sreekrishna,Dayana,Senior Staff,1996-02-12,72405,1
16808,Kiyokazu,Katiyar,Senior Staff,1987-11-10,87215,1
16851,Leon,Stasinski,Senior Staff,1986-03-11,51771,1
16852,Yefim,Fontet,Engineer,1988-02-23,48864,1
16862,JiYoung,Eppinger,Senior Engineer,1992-09-30,40000,1
16864,Candido,Gecsel,Assistant Engineer,1987-10-29,50361,1
16869,Yakkov,Huttel,Senior Staff,1990-12-19,40000,1
16871,Munir,Stiles,Engineer,1986-08-23,55303,1
16875,Nikolaos,Radhakrishnan,Engineer,1997-10-26,40000,1
16880,Honesty,Bresenham,Technique Leader,1986-08-24,40000,1
16897,Charlene,Ebeling,Technique Leader,1989-09-13,57244,1
16910,Kazunori,Botman,Senior Engineer,1990-10-03,57230,1
16919,Tesuya,Yurov,Engineer,1999-09-08,40184,1
16921,Evgueni,Yeung,Senior Staff,1988-01-21,71025,1
16954,Akhilish,Apsitis,Senior Staff,1986-08-06,47943,1
16955,Sangeeta,Marrakchi,Senior Staff,1994-03-14,74715,1
16969,Sanjit,Braccini,Engineer,1988-10-26,49377,1
16986,Hirochika,Gecseg,Senior Engineer,1993-05-09,61653,1
16988,Xiong,Peron,Senior Staff,1990-12-29,47878,1
16993,Hongzue,Dahlbom,Senior Staff,1987-02-13,57751,1
16999,Bezalel,Sadowsky,Staff,1999-04-13,40000,1
17012,Valdiodio,Petereit,Senior Engineer,1998-11-02,40000,1
17018,Berhard,Tasistro,Engineer,1986-02-20,40000,1
17024,Ewing,Siepmann,Engineer,1987-07-12,58181,1
17041,Nishit,Montemayor,Senior Staff,1987-01-19,40492,1
17046,Fay,Kornyak,Engineer,1987-07-22,44955,1
17048,Christoph,Murthy,Engineer,1988-10-09,46913,1
17055,Marin,Wixon,Senior Engineer,1988-08-06,46654,1
17063,Anoosh,Thiran,Senior Staff,1985-12-12,91391,1
17066,Heping,Ruther,Engineer,1987-02-27,59260,1
17068,Bodh,Gopalakrishnan,Assistant Engineer,1995-04-14,40000,1
17072,Richara,Bala,Senior Staff,1992-12-15,40000,1
17076,Gudjon,Hitomi,Senior Engineer,1990-05-16,60092,1
17078,Gill,Hinsberger,Senior Staff,1990-11-29,44442,1
17081,Weiru,Murtafg,Engineer,1985-12-28,40846,1
17089,Rafail,Erman,Senior Staff,1985-04-10,67779,1
17098,Xuedong,Gelosh,Senior Engineer,1998-08-26,40000,1
17101,Sandeepan,Compeau,Engineer,1988-01-18,40173,1
17102,Radhika,Garnick,Staff,1998-01-16,89793,1
17103,Takahiro,Feldmann,Engineer,1996-05-21,48187,1
17120,Yifei,Polupanov,Staff,1987-02-09,40000,1
17125,Akhilish,Zweizig,Assistant Engineer,1985-10-17,40000,1
17126,Matk,Schapire,Staff,1994-02-20,40000,1
17143,Ziyad,Munke,Senior Engineer,1985-09-10,40000,1
17146,Aemilian,Barbanera,Staff,1996-07-01,65674,1
17158,Danai,Vecchio,Senior Engineer,1999-10-24,48426,1
17159,Quingbo,Mitchem,Engineer,1987-10-22,56346,1
17160,Shay,Montemayor,Senior Engineer,1988-02-22,49824,1
17163,Yurii,Papsdorf,Senior Engineer,1988-03-12,47086,1
17199,Vasilis,Guardalben,Senior Staff,1992-01-27,40000,1
17215,Junichi,Langford,Engineer,1989-06-17,47977,1
17220,Lorien,Panwar,Engineer,1991-01-04,45404,1
17222,Leen,Muchinsky,Engineer,1987-10-04,54882,1
17235,Ronnie,Rissanen,Senior Engineer,1992-03-24,40000,1
17236,Matk,Merro,Senior Engineer,1987-02-02,75541,1
17245,Neven,Milicia,Staff,1995-01-12,81426,1
17260,Abdulah,Famili,Assistant Engineer,1987-05-18,40000,1
17277,Arnd,Hopewell,Senior Engineer,1987-08-25,40000,1
17280,Xuejia,Merle,Engineer,1993-01-03,69670,1
17285,Mario,Weiland,Senior Staff,1995-03-27,55174,1
17294,Shrikanth,Pietrzykowski,Engineer,1987-08-17,43785,1
17326,Arumugam,Ramsay,Senior Engineer,1986-02-28,40000,1
17327,Yongmin,Gihr,Senior Staff,1988-06-03,50152,1
17329,Shaunak,Tyugu,Senior Engineer,1999-03-14,58239,1
17336,Shigenori,Chaudhuri,Senior Engineer,1988-02-25,71761,1
17339,Fan,Mullainathan,Assistant Engineer,2001-02-18,58306,1
17340,Yurii,Brookman,Senior Staff,1985-07-05,65863,1
17352,Muneo,Katiyar,Senior Staff,1992-05-06,71029,1
17355,Mingzeng,Weisert,Senior Engineer,1988-08-31,40000,1
17384,Youngkon,Nooteboom,Senior Staff,1990-04-05,55693,1
17387,Shir,Serra,Staff,1997-12-31,49554,1
17396,Valeri,Henders,Engineer,1987-06-14,40000,1
17397,Kenroku,Hardjono,Senior Engineer,1986-09-15,40000,1
17412,Leni,Vilarrasa,Staff,1999-12-27,43480,1
17436,Chirstian,Munawer,Senior Staff,1985-08-12,79815,1
17448,Makato,Belinskaya,Engineer,1992-06-20,40728,1
17468,Abdelghani,Irland,Senior Staff,1996-06-13,59122,1
17470,Genevieve,Lichtner,Senior Engineer,1986-07-23,60901,1
17472,Murthy,Verhoeff,Senior Staff,1990-12-09,40000,1
17487,Gully,Staudhammer,Assistant Engineer,1990-07-31,40000,1
17489,Karlis,Vigier,Staff,1988-08-13,48368,1
17500,Jinya,Bratsberg,Technique Leader,1988-09-25,44825,1
17505,Gunilla,Moffat,Engineer,1987-02-21,63455,1
17512,Frederique,Hofmeyr,Engineer,2000-10-27,40000,1
17520,Shahab,Keohane,Engineer,1988-08-08,40000,1
17539,Cathie,Uhrik,Engineer,1990-12-27,60576,1
17544,Kien,Marletta,Engineer,1988-07-08,53927,1
17552,Pradeep,Neiman,Senior Staff,1997-03-26,45663,1
17556,Makato,Tsukuda,Senior Staff,1993-07-22,67047,1
17559,Annemarie,Papastamatiou,Senior Engineer,2002-03-31,53573,1
17573,Berthier,Deverell,Senior Staff,1987-04-05,77659,1
17576,Behnaam,Krybus,Senior Engineer,1988-02-06,40000,1
17582,Kauko,Spieker,Senior Engineer,1988-10-28,44397,1
17584,Emdad,Coorg,Senior Staff,1994-03-15,40000,1
17586,Lein,Halevi,Senior Staff,1990-08-07,40000,1
17629,Mostafa,Winter,Senior Staff,1987-11-22,70592,1
17647,Vasilis,Swab,Senior Staff,1989-08-04,75896,1
17657,Thanasis,Zucker,Assistant Engineer,1989-06-18,43935,1
17674,Adib,Braccini,Engineer,1986-03-19,43044,1
17677,Mingdong,Ramalingam,Engineer,1992-10-04,40000,1
17683,Bernt,Henders,Staff,2000-08-25,54891,1
17688,Faiza,Cincotta,Senior Engineer,1987-08-14,45880,1
17696,Feiyu,Kusalik,Engineer,1988-12-04,40000,1
17699,Radhia,Heping,Engineer,1985-07-21,48618,1
17704,Vatsa,Broomell,Senior Staff,1995-11-21,40000,1
17705,Toshimo,Mellouli,Technique Leader,1985-08-14,50346,1
17711,Owen,Katiyar,Engineer,1997-09-05,49277,1
17716,Josyula,Vitiello,Engineer,1988-09-24,40000,1
17728,Tsuneo,Lienhardt,Staff,1998-02-19,57162,1
17742,Tru,Cappelletti,Senior Staff,1986-03-02,52300,1
17745,Hatem,Schreiter,Engineer,1985-05-02,40000,1
17778,Chirstian,Matzov,Senior Staff,1991-02-12,40000,1
17791,Matt,Stifter,Senior Staff,1988-01-30,46451,1
17798,Guangming,Suessmith,Senior Staff,1986-10-15,83096,1
17807,Jianhua,Glowinski,Engineer,1992-07-23,40000,1
17815,Shuji,Wissmann,Assistant Engineer,1991-03-03,40000,1
17816,Toshimo,Kenevan,Assistant Engineer,1986-10-06,74497,1
